Block ID,Type,Code,Name,Catalog Year
RA001710,MAJOR,521A,Major in Communication (Public Relations),2013 - 2013
RA001711,MAJOR,585A,Major in Communication Studies,2013 - 2013
RA001712,MAJOR,581A,Major in Dance Studies,2013 - 2014
RA001713,DEGREE,581A,Dance Studies (GC),2013 - 2014
RA001714,DEGREE,BA_581A,Dance Studies (BA),2013 - 2014
RA001715,DEGREE,504B,Art Art History (GC),2011 - 2013
RA001716,DEGREE,BA_504B,Art Art History (BA),2011 - 2013
RA001717,DEGREE,591D,Theatre Arts Theatre Design/Technology (GC),2012 - 2014
RA001718,DEGREE,BA_591D,Theatre Arts Theatre Design/Technology (BA),2012 - 2014
RA001719,MAJOR,326A,Major in Finance & Banking,2013 - 2013
RA001720,CONC,355B,Conc in Entrepreneurship,2013 - 2013
RA001721,MINOR,360,Minor in Supply Chain Management,2013 - 2013
RA001722,MAJOR,567*,Major in Exercise Science,2013 - 2013
RA001723,DEGREE,567B,Exercise Science Pre-Professional (GC),2012 - 2012
RA001724,DEGREE,BS_567B_2,Exercise Science Pre-Professional (BS),2012 - 2012
RA001725,DEGREE,BS_567B_2,Exercise Science Pre-Professional (BS),2013 - 2014
RA001726,DEGREE,567B,Exercise Science Pre-Professional (GC),2013 - 2014
RA001727,DEGREE,567D,Exercise Science Strength & Conditioning (GC),2012 - 2012
RA001728,DEGREE,567D,Exercise Science Strength & Conditioning (GC),2013 - 2014
RA001729,DEGREE,BS_567D_2,Exercise Science Strength & Conditioning (BS),2012 - 2012
RA001730,DEGREE,BS_567D_2,Exercise Science Strength & Conditioning (BS),2013 - 2014
RA001731,DEGREE,567E,Exercise Science Clinical Exercise Physiology (GC,2012 - 2012
RA001732,DEGREE,567E,Exercise Science Clinical Exercise Physiology (GC,2013 - 2014
RA001733,DEGREE,BS_567E,Exercise Science Clinical Exercise Physiology (BS,2012 - 2012
RA001734,DEGREE,BS_567E,Exercise Science Clinical Exercise Physiology (BS,2013 - 2014
RA001735,CONC,567B,Conc in Pre-Professional,2013 - 2013
RA001736,CONC,567D,Conc in Strength & Conditioning,2013 - 2013
RA001737,MAJOR,572A,Major in Graphic Arts & Imaging Tech,2013 - 2013
RA001738,CONC,577B,Conc in Architectural Tech & Design,2013 - 2013
RA001739,CONC,577C,Conc in Construction Management,2013 - 2013
RA001740,MAJOR,583A,Major in Commercial Photography,2013 - 2013
RA001742,DEGREE,BS_583A,Commercial Photography (BS),2013 - 2014
RA001743,MINOR,580,Minor in Building Science,2013 - 2013
RA001744,MINOR,572,Minor in Graphic Arts & Imaging,2013 - 2013
RA001745,MAJOR,205A,Major in Biology (Eco Evo & Env),2013 - 2013
RA001746,MAJOR,208A,Major in Biology,2013 - 2013
RA001747,MAJOR,209A,Major in Biology (Sec Ed Licensure),2013 - 2013
RA001748,CONC,214B,Conc in Certified Chemist,2013 - 2019
RA001749,CONC,214E,Conc in Pre-Professional & Paramedical,2013 - 2013
RA001750,CONC,214G,Conc in Environmental Chemistry,2013 - 2013
RA001751,MAJOR,214*,Major in Chemistry,2013 - 2013
RA001752,MAJOR,219A,Major in Computer Science,2013 - 2014
RA001753,MAJOR,233*,Major in English,2013 - 2013
RA001754,CONC,233B,Conc in Creative Writing,2013 - 2013
RA001755,CONC,233E,Conc in Literary Studies,2013 - 2015
RA001756,DEGREE,233E,English Literary Studies (GC),2013 - 2014
RA001757,DEGREE,BA_233E,English Literary Studies (BA),2013 - 2014
RA001758,MAJOR,234A,Major in English (Secondary Ed),2013 - 2013
RA001759,MAJOR,121A,Major in Environmental Science,2013 - 2013
RA001760,MAJOR,241*,Major in Geography,2013 - 2013
RA001761,MAJOR,242A,Major in Geography,2013 - 2013
RA001762,CONC,259C,Conc in Environmental Geology,2013 - 2013
RA001763,CONC,259E,Conc in Quantitative Geoscience,2013 - 2013
RA001764,MAJOR,601A,Major in Global Studies,2013 - 2014
RA001765,MAJOR,271A,Major in Political Science (BA),2013 - 2013
RA001766,MAJOR,272*,Major in Political Science (BS),2013 - 2013
RA001767,CONC,272C,Conc in American Politics,2013 - 2014
RA001768,DEGREE,272C,Political Science American Politics (GC),2013 - 2014
RA001769,DEGREE,BS_272C,Political Science American Politics (BS),2013 - 2014
RA001770,CONC,272D,Conc in Int'l & Comparative Politics,2012 - 2013
RA001771,MAJOR,116A,Major in History (Social Studies Education),2013 - 2013
RA001772,MAJOR,254A,Major in History (BA),2013 - 2014
RA001773,MAJOR,246*,Major in History (BS),2013 - 2018
RA001774,CONC,246B,Conc in History (Applied & Public),2013 - 2014
RA001775,MAJOR,250*,Major in Interdisciplinary Studies,2013 - 2014
RA001776,CONC,250L,Conc in Liberal Studies (Modern),2013 - 2015
RA001777,CONC,250Q,Conc in Internet Studies,2013 - 2013
RA001778,MAJOR,102A,Major in Religious Studies,2013 - 2014
RA001779,MAJOR,251A,Major in Psychology (BA),2013 - 2014
RA001780,CONC,252C,Conc in Natural Science,2013 - 2015
RA001781,MAJOR,252*,Major in Psychology (BS),2013 - 2014
RA001782,CONC,252E,Conc in Health Studies,2013 - 2014
RA001783,CONC,252D,Conc in Business Psychology,2013 - 2016
RA001784,CONC,252F,Conc in Human Services,2013 - 2016
RA001785,CONC,252G,Conc in Social Science,2013 - 2016
RA001786,CONC,284D,Conc in Applied Research Methods,2013 - 2014
RA001787,MINOR,100,Minor in Appalachian Music (Rts&Inf),2013 - 2013
RA001788,MINOR,204,Minor in Appalachian Studies,2013 - 2013
RA001789,MINOR,214,Minor in Chemistry,2012 - 2012
RA001790,MINOR,218,Minor in Community & Regional Planning,2013 - 2016
RA001791,MINOR,138,Minor in Film Studies,2013 - 2013
RA001792,MINOR,244,Minor in Geology,2013 - 2022
RA001793,MINOR,253,Minor in Gerontology,2013 - 2016
RA001794,MINOR,250,Minor in Internet Studies,2013 - 2013
RA001795,MINOR,126,Minor in Judaic Holocaust & Peace Studies,2013 - 2013
RA001796,MINOR,271,Minor in Political Science,2013 - 2013
RA001797,MINOR,103,Minor in Religious Studies,2013 - 2021
RA001798,MAJOR,524A,Major in Child Development (B-K),2013 - 2014
RA001799,CONC,407B,Conc in Business Education,2013 - 9999
RA001800,CONC,207B,Conc in Cell and Molecular Biology,2009 - 2009
RA001801,CONC,207C,Conc in General Biology,2009 - 2009
RA001802,CONC,207C,Conc in General Biology,2010 - 2019
RA001803,CONC,407C,Conc in Business & Mktg Education,2013 - 9999
RA001804,CONC,599F,Conc in Energy Engineering,2011 - 2011
RA001805,MAJOR,441A,Major in Elementary Education,2013 - 2013
RA001806,MAJOR,470*,Major in Middle Grades Education,2013 - 2015
RA001807,MAJOR,478*,Major in Special Education,2013 - 2013
RA001808,MAJOR,244A,Major in Geology BS_244A,2012 - 2016
RA001809,MAJOR,244A,Major in Geology BA_244A,2012 - 2012
RA001810,CONC,478B,Conc in Special Education (General),2013 - 2018
RA001811,CONC,478C,Conc in Special Education (Adapted),2013 - 2018
RA001812,DEGREE,478B,Special Education General Curriculum K-12 (GC),2013 - 2014
RA001813,DEGREE,BS_478B,Special Education General Curriculum K-12 (BS),2013 - 2014
RA001814,DEGREE,478C,Special Education Adapted Curriculum K-12 (GC),2013 - 2014
RA001815,DEGREE,BS_478C,Special Education Adapted Curriculum K-12 (BS),2013 - 2014
RA001816,MINOR,487,Minor in Special Education,2013 - 2022
RA001817,MINOR,605,Minor in Medical Humanities,2013 - 2019
RA001818,DEGREE,550A,Interior Design (GC),2010 - 2010
RA001819,DEGREE,BS_550A,Interior Design (BS),2011 - 2014
RA001820,MAJOR,550A,Major in Interior Design,2012 - 2013
RA001821,MINOR,544,Minor in Appropriate Technology,2012 - 2015
RA001822,MAJOR,584A,Major in Art Education (K-12),2013 - 2014
RA001823,DEGREE,584A,Art Education (K-12) (GC),2013 - 2014
RA001824,DEGREE,BFA_584A,Art Education (K-12) (BFA),2013 - 2014
RA001825,CONC,577D,Conc in Sustainable Bldg Systems,2013 - 2013
RA001826,MINOR,583,Minor in Commercial Photography,2013 - 2014
RA001827,DEGREE,583A,Commercial Photography (GC),2013 - 2014
RA001828,MAJOR,137*,Major in Languages Literatures and Cultures,2013 - 2015
RA001829,CONC,137B,Conc in French & Francophone Studies K-12,2013 - 2013
RA001830,DEGREE,137B,French & Francophone Studies K-12 Education (GC),2013 - 2014
RA001831,DEGREE,BS_137B,French & Francophone Studies K-12 Education (BS),2013 - 2014
RA001832,CONC,137C,Conc in Spanish Education (K-12),2013 - 2013
RA001833,DEGREE,137C,Spanish Education (K-12) (GC),2013 - 2014
RA001834,DEGREE,BS_137C,Spanish Education (K-12) (BS),2013 - 2014
RA001835,CONC,136B,Conc in French & Francophone Studies,2013 - 2015
RA001838,MAJOR,136*,Major in Languages Liter & Cultures (BA w/Conc),2013 - 2016
RA001839,DEGREE,136B,French & Francophone Studies (GC),2013 - 2014
RA001840,CONC,136C,Concentration in Spanish,2013 - 2017
RA001841,DEGREE,136C,Spanish (GC),2013 - 2014
RA001842,DEGREE,BA_136C,Spanish (BA),2013 - 2014
RA001843,MAJOR,264*,Major in Mathematics,2013 - 2014
RA001844,CONC,207B,Conc in Cell & Molecular Biology,2013 - 2018
RA001845,MAJOR,109A,Cert in Planning,2013 - 2020
RA001846,MAJOR,110A,Cert in Gerontology,2013 - 2015
RA001847,MAJOR,468A,Major in Marriage & Family Therapy,2013 - 2020
RA001848,MAJOR,425A,Cert in Expressive Arts Therapy,2013 - 2020
RA001849,MAJOR,424A,Cert in Media Literacy,2013 - 2015
RA001850,MAJOR,232*,Major in English,2013 - 2013
RA001853,CONC,232C,Conc in General English,2013 - 2013
RA001854,CONC,232B,Conc in College Teaching,2013 - 2013
RA001856,MAJOR,120A,Major in Criminal Justice & Criminology,2013 - 2013
RA001857,MAJOR,245A,Major in Gerontology,2013 - 2013
RA001858,DEGREE,MA_232B,Master of Arts,2013 - 2013
RA001859,DEGREE,MA_232C,Master of Arts,2013 - 2017
RA001860,MAJOR,702*,Major in Educational Leadership,2014 - 2016
RA001861,CONC,709C,Conc in Body Centered Therapy,2013 - 2022
RA001862,CONC,709E,Conc in Expressive Arts Therapy,2013 - 2022
RA001863,MAJOR,434*,Major in Educational Media,2013 - 2015
RA001864,CONC,434G,Conc in Inst Tech Spec/Media Literacy,2013 - 2015
RA001865,CONC,434H,Conc in Inst Tech Spec/New Media & Glob Ed,2013 - 2015
RA001866,DEGREE,577D,Building Sciences Sustainable Bldg Systems (GC),2013 - 2014
RA001867,DEGREE,BS_577D,Building Sciences Sustainable Bldg Systems (BS),2013 - 2014
RA001868,CONC,702B,Conc in Educational Leadership Licensure,2013 - 2013
RA001869,CONC,702C,Conc in Educational Leadership General,2013 - 2013
RA001870,MAJOR,454*,Major in Higher Education (MA),2013 - 2019
RA001871,CONC,454F,Conc in Adult & Developmental Ed (MA),2013 - 2019
RA001872,CONC,454G,Conc in Community College & Univ Ldrshp (MA),2013 - 2019
RA001873,CONC,454E,Conc in Teaching (Higher Ed MA),2013 - 2019
RA001874,DEGREE,BA_600A_2,Appalachian Studies (BA),2009 - 2014
RA001875,DEGREE,BA_601A_2,Global Studies (BA),2009 - 2014
RA001876,DEGREE,BA_602A_2,Women's Studies (BA),2009 - 2014
RA001877,DEGREE,BA_603A_2,Sustainable Development (BA),2009 - 2014
RA001878,DEGREE,BS_604B_2,Agroecology and Sustainable Agriculture,2009 - 2014
RA001879,DEGREE,BS_604C_2,Sustainable Development Comm Reg Global Dev (BS),2009 - 2014
RA001880,DEGREE,BS_604D_2,Sustainable Development Environ Studies (BS),2009 - 2014
RA001881,DEGREE,BA_250B_3,Interdisciplinary Studies American Studies (BA),2009 - 2014
RA001882,DEGREE,BA_250D_3,Interdisciplinary Studies Environ Pol & Plan (BA),2009 - 2014
RA001883,DEGREE,BA_250E_3,Interdisciplinary Studies Individ Designed (BA),2009 - 2014
RA001884,DEGREE,BA_250L_3,Interdisciplinary Studies Liberal Studies (BA),2009 - 2014
RA001885,DEGREE,BA_250Q_3,Interdisciplinary Studies Internet Studies (BA),2009 - 2014
RA001886,DEGREE,BA_250S_3,Interdisciplinary Studies Labor Studies (BA),2009 - 2014
RA001887,CONC,437D,Conc in Inst Tech Spec/Computers,2013 - 2015
RA001888,MAJOR,560A,Major in Music Therapy,2013 - 2014
RA001889,MAJOR,115A,Major in Clinical Health Psychology,2013 - 2013
RA001890,MAJOR,305*,Major in Business Administration,2013 - 2013
RA001891,MAJOR,433A,Major in School Administration,2012 - 2012
RA001892,MAJOR,433A,Major in School Administration,2013 - 2021
RA001893,MAJOR,428A,Major in Educational Administration,2013 - 2013
RA001894,CONC,305E,Conc in Economics,2013 - 2013
RA001895,CONC,305B,Conc in General Management,2013 - 2013
RA001896,CONC,305C,Conc in International Business,2013 - 2013
RA001897,CONC,305D,Conc in Sustainable Business,2013 - 2013
RA001898,DEGREE,MA_427A,Major in Professional School Counseling,2013 - 2017
RA001899,MAJOR,559*,Major in Music Education,2013 - 2013
RA001900,CONC,559E,Conc in Choral Directing,2013 - 2013
RA001901,CONC,559B,Conc in General Music,2013 - 2013
RA001902,CONC,559F,Conc in Instrumental Directing,2013 - 2013
RA001903,MAJOR,204*,Major in Appalachian Studies,2013 - 2014
RA001904,OTHER,REGIONAL,Regional Coursework - App Studies,2013 - 9999
RA001905,CONC,204B,Conc in Appalachian Culture Area,2013 - 2014
RA001906,CONC,204D,Conc in Appalachian Music: Roots/Infl,2013 - 2014
RA001907,CONC,204E,Conc in Sustainability in Appalachia,2013 - 2014
RA001908,MAJOR,427A,Major in Professional School Counseling,2013 - 2014
RA001909,MAJOR,255*,Major in History,2013 - 2014
RA001910,MAJOR,255*,Major in History,2012 - 2012
RA001911,CONC,255C,Conc in Historic Preservation,2012 - 2012
RA001912,CONC,255C,Conc in Historic Preservation,2013 - 2014
RA001913,CONC,255E,Conc in Museum Studies,2013 - 2014
RA001914,CONC,255D,Conc in Public History,2012 - 2012
RA001915,CONC,CHE,Conc in Chemistry (SAC),2013 - 2013
RA001916,CONC,D I,Conc in Diversity Studies (SAC),2013 - 2014
RA001917,CONC,MST,Conc in Math Science & Tech (SAC),2013 - 2013
RA001918,CONC,SSB,Conc in Social Studies (B) (SAC),2013 - 2014
RA001919,CONC,RTS,Conc in The Arts (SAC),2013 - 2014
RA001920,CONC,THR,Conc in Theatre Arts (SAC),2013 - 2013
RA001921,CONC,V A,Conc in Visual Arts (SAC),2013 - 2014
RA001922,MINOR,266,Minor in Philosophy,2012 - 2024
RA001923,DEGREE,250B_2,Interdisciplinary Studies American Studies (GC),2009 - 2014
RA001924,DEGREE,250D_2,Interdisciplinary Studies Environ Pol & Plan (GC),2009 - 2014
RA001925,DEGREE,250E_2,Interdisciplinary Studies Individ Designed (GC),2009 - 2014
RA001926,DEGREE,250L_2,Interdisciplinary Studies Liberal Studies (GC),2009 - 2014
RA001927,DEGREE,250Q_2,Interdisciplinary Studies Internet Studies (GC),2009 - 2014
RA001928,DEGREE,250S_2,Interdisciplinary Studies Labor Studies (GC),2009 - 2014
RA001929,DEGREE,601A_2,Global Studies (GC),2009 - 2014
RA001930,DEGREE,602A_2,Women's Studies (GC),2009 - 2014
RA001931,CONC,465B,Conc in School Libraries,2013 - 2013
RA001932,CONC,465C,Conc in Public Libraries,2013 - 2013
RA001933,MAJOR,841A,Major in Nutrition,2012 - 2016
RA001934,CONC,250B,Conc in American Studies,2012 - 2012
RA001935,CONC,250Q,Conc in Internet Studies,2012 - 2012
RA001936,MAJOR,602A,Major in Women's Studies,2012 - 2014
RA001937,MINOR,611,Minor in Africana Studies,2012 - 2014
RA001938,MINOR,601,Minor in Global Studies,2010 - 2017
RA001939,MINOR,249,Minor in Labor Studies,2011 - 2013
RA001940,MAJOR,609A,Non-Profit Management (UG Cert),2010 - 2015
RA001941,MINOR,175,Minor in Women's Studies,2010 - 2010
RA001942,MINOR,175,Minor in Women's Studies,2011 - 2012
RA001943,MAJOR,139A,Watauga Global Community (UG Cert),2013 - 2014
RA001944,DEGREE,511A,Graphic Design (GC),2013 - 2014
RA001945,DEGREE,BFA_511A,Graphic Design (BFA),2013 - 2014
RA001946,MAJOR,244A,Major in Geology,2012 - 2013
RA001947,MAJOR,244A,Major in Geology,2009 - 2011
RA001948,DEGREE,MA_204E,Master of Arts,2013 - 2017
RA001949,MAJOR,248*,Major in History (Education),2012 - 2013
RA001950,MINOR,294,Minor in Sustainable Development,2013 - 2013
RA001951,DEGREE,MS_224A_2,Computer Science (MS),2009 - 2018
RA001952,MAJOR,603A,Major in Sustainable Development (BA),2013 - 2013
RA001953,CONC,604B,Conc in Agroecology & Sustainable Ag,2013 - 2013
RA001954,MAJOR,604*,Major in Sustainable Development (BS),2013 - 2013
RA001955,CONC,604C,Conc in Comm Regional & Global Dev,2013 - 2013
RA001956,CONC,604D,Conc in Environmental Studies,2013 - 2013
RA001957,OTHER,CBHOL,COB Holland Fellows,2009 - 9999
RA001958,OTHER,CBBOW,COB Bowden Investment Group,2009 - 9999
RA001959,CONC,107B,Conc in Environmental Policy & Mgmt,2010 - 2010
RA001960,CONC,107B,Conc in Environmental Policy & Mgmt,2011 - 2013
RA001961,MAJOR,845A,Major in Health Care Management,2014 - 2014
RA001962,DEGREE,840B,Nutrition & Foods Dietetics (GC),2010 - 2014
RA001963,DEGREE,BS_840B,Nutrition & Foods Dietetics (BS),2010 - 2014
RA001964,CONC,250B,Conc in American Studies,2013 - 2013
RA001965,MAJOR,106A,Major in Actuarial Sciences,2013 - 2013
RA001966,MAJOR,243A,Major in Geology (Secondary Ed),2013 - 2013
RA001967,MINOR,175,Minor in Women's Studies,2013 - 2014
RA001968,MAJOR,612A,Global Connections (UG Cert),2011 - 9999
RA001969,DEGREE,UCERT_612A_2,Certificate in Global Connections,2009 - 9999
RA001970,MAJOR,603A,Major in Sustainable Development (BA),2014 - 2014
RA001971,MAJOR,604*,Major in Sustainable Development (BS),2014 - 2014
RA001972,CONC,604B,Conc in Agroecology & Sustainable Ag,2014 - 2014
RA001973,CONC,604C,Conc in Comm Regional & Global Dev,2014 - 2014
RA001974,CONC,604D,Conc in Environmental Studies,2014 - 2014
RA001975,MINOR,294,Minor in Sustainable Development,2014 - 2014
RA001976,MAJOR,578A,Major in Appropriate Technology,2014 - 2014
RA001977,CONC,577B,Conc in Architectural Tech & Design,2014 - 2014
RA001978,CONC,577C,Conc in Construction Management,2014 - 2014
RA001979,CONC,577D,Conc in Sustainable Bldg Systems,2014 - 2014
RA001980,MAJOR,583A,Major in Commercial Photography,2014 - 2014
RA001981,CONC,576B,Conc in Furniture Design,2014 - 2014
RA001982,MAJOR,576*,Major in Industrial Design,2014 - 2014
RA001983,CONC,576C,Conc in Product Design,2014 - 2014
RA001984,MAJOR,550A,Major in Interior Design,2014 - 2014
RA001985,MINOR,580,Minor in Building Science,2014 - 2017
RA001986,MINOR,586,Minor in Theatre Arts,2014 - 2016
RA001987,MAJOR,591*,Major in Theatre Arts,2014 - 2014
RA001988,CONC,591C,Conc in Theatre Arts (Performance),2014 - 2017
RA001989,MAJOR,517A,Major in Communication (Journalism),2014 - 2014
RA001990,MAJOR,521A,Major in Communication (Public Relations),2014 - 2014
RA001991,MAJOR,585A,Major in Communication Studies,2014 - 2014
RA001992,MAJOR,513A,Major in Studio Art,2014 - 2014
RA001993,MAJOR,507A,Major in Communication (Advertising),2014 - 2014
RA001994,MAJOR,525A,Major in Communication (ElecMedBrdcst),2014 - 2014
RA001995,MAJOR,407*,Major in Business Education,2012 - 9999
RA001996,CONC,591D,Conc in Theatre Design/Technology,2014 - 2015
RA001997,CONC,591B,Conc in Theatre Arts (General),2014 - 2015
RA001998,MINOR,515,Minor in Dance,2014 - 2014
RA001999,OTHER,GENED15,General Education Requirements,2015 - 2015
RA002001,OTHER,ADCB,COB ADMISSION REQUIREMENT,2014 - 2014
RA002002,OTHER,CBGLOB,Global Issues Requirement COB,2014 - 2014
RA002003,MAJOR,301A,Major in Accounting,2014 - 2014
RA002004,MAJOR,310A,Major in Computer Information Systems,2014 - 2014
RA002005,MAJOR,316A,Major in Economics,2014 - 2014
RA002006,MAJOR,326A,Major in Finance & Banking,2014 - 2014
RA002007,MAJOR,337A,Major in International Business,2014 - 2014
RA002008,MAJOR,380A,Major in Risk Management & Insurance,2014 - 2014
RA002009,MINOR,310,Minor in Computer Information Systems,2014 - 2015
RA002010,MINOR,316,Minor in Economics,2014 - 2015
RA002011,MINOR,324,Minor in General Business,2014 - 2014
RA002012,MINOR,337,Minor in International Business,2014 - 2014
RA002013,MINOR,352,Minor in Marketing,2014 - 2015
RA002014,MINOR,360,Minor in Supply Chain Management,2014 - 2014
RA002015,OTHER,CBCORE,Additional COB Core Requirement,2014 - 2015
RA002016,OTHER,SWELEC,Social Work Free Electives,2012 - 2019
